id,bin
NODE_103_length_134701_cov_46.441825,contigs.fasta_bin_16D
NODE_104_length_133437_cov_306.955391,contigs.fasta_bin_6D
NODE_105_length_131222_cov_76.007906,contigs.fasta_bin_17C
NODE_106_length_130769_cov_124.529163,contigs.fasta_bin_9E
NODE_107_length_128368_cov_13.808110,contigs.fasta_bin_13A
NODE_108_length_127794_cov_38.968381,contigs.fasta_bin_12G
NODE_109_length_127009_cov_124.234928,contigs.fasta_bin_9E
NODE_110_length_125726_cov_39.088899,contigs.fasta_bin_12G
NODE_111_length_125383_cov_305.620811,contigs.fasta_bin_6D
NODE_112_length_125264_cov_76.113003,contigs.fasta_bin_17C
NODE_113_length_122329_cov_12.061403,contigs.fasta_bin_14B
NODE_114_length_121541_cov_115.448899,contigs.fasta_bin_2D
NODE_115_length_121302_cov_157.009262,contigs.fasta_bin_5B
NODE_116_length_120939_cov_39.230800,contigs.fasta_bin_12G
NODE_117_length_120494_cov_22.140154,contigs.fasta_bin_13.1.1.1.1.1
NODE_118_length_120488_cov_22.626954,contigs.fasta_bin_18D
NODE_119_length_119459_cov_124.513517,contigs.fasta_bin_9E
NODE_120_length_118988_cov_22.242540,contigs.fasta_bin_13.1.1.1.1.1
NODE_122_length_118333_cov_124.634835,contigs.fasta_bin_10A
NODE_123_length_117040_cov_13.721016,contigs.fasta_bin_18E
NODE_124_length_115272_cov_578.162381,contigs.fasta_bin_7
NODE_125_length_114783_cov_124.761235,contigs.fasta_bin_9E
NODE_126_length_114466_cov_14.255788,contigs.fasta_bin_13A
NODE_127_length_114348_cov_124.132090,contigs.fasta_bin_10A
NODE_128_length_113377_cov_39.153254,contigs.fasta_bin_19D
NODE_129_length_111355_cov_22.875391,contigs.fasta_bin_13.1.1.1.1.1
NODE_130_length_110309_cov_22.568206,contigs.fasta_bin_13.1.1.1.1.1
NODE_131_length_109384_cov_115.189904,contigs.fasta_bin_2D
NODE_132_length_108989_cov_115.454312,contigs.fasta_bin_2D
NODE_133_length_107455_cov_75.682561,contigs.fasta_bin_17C
NODE_134_length_107182_cov_12.932445,contigs.fasta_bin_20
NODE_135_length_106935_cov_124.403181,contigs.fasta_bin_9E
NODE_136_length_106260_cov_124.531491,contigs.fasta_bin_9E
NODE_137_length_105761_cov_39.454799,contigs.fasta_bin_12G
NODE_138_length_104801_cov_61.565291,contigs.fasta_bin_3B
NODE_139_length_104387_cov_14.391184,contigs.fasta_bin_18E
NODE_140_length_104081_cov_12.836070,contigs.fasta_bin_20
NODE_141_length_103851_cov_238.865515,contigs.fasta_bin_21A
NODE_142_length_103443_cov_124.560462,contigs.fasta_bin_10A
NODE_143_length_102843_cov_39.552973,contigs.fasta_bin_12G
NODE_144_length_102675_cov_14.717667,contigs.fasta_bin_18E
NODE_145_length_102296_cov_22.535226,contigs.fasta_bin_13.1.1.1.1.1
NODE_146_length_102225_cov_75.555359,contigs.fasta_bin_17C
NODE_147_length_101976_cov_580.260761,contigs.fasta_bin_7
NODE_148_length_101218_cov_39.085308,contigs.fasta_bin_12G
NODE_149_length_100991_cov_117.575028,contigs.fasta_bin_2D
NODE_150_length_99564_cov_22.732979,contigs.fasta_bin_13.1.1.1.1.1
NODE_151_length_99536_cov_13.133965,contigs.fasta_bin_14B
NODE_152_length_98892_cov_76.549501,contigs.fasta_bin_17C
NODE_153_length_98233_cov_22.837835,contigs.fasta_bin_36L
NODE_154_length_97007_cov_157.695953,contigs.fasta_bin_5B
NODE_155_length_96303_cov_12.961724,contigs.fasta_bin_20
NODE_156_length_95998_cov_115.654972,contigs.fasta_bin_2D
NODE_157_length_95809_cov_13.992188,contigs.fasta_bin_14B
NODE_158_length_95616_cov_124.166940,contigs.fasta_bin_9E
NODE_159_length_94791_cov_22.682074,contigs.fasta_bin_13.1.1.1.1.1
NODE_160_length_94626_cov_39.341236,contigs.fasta_bin_12G
NODE_161_length_93822_cov_75.791206,contigs.fasta_bin_17C
NODE_163_length_93434_cov_39.076216,contigs.fasta_bin_12G
NODE_164_length_92676_cov_157.476447,contigs.fasta_bin_1A
NODE_165_length_92445_cov_13.974283,contigs.fasta_bin_18E
NODE_166_length_92287_cov_11.742432,contigs.fasta_bin_14B
NODE_167_length_92242_cov_14.432642,contigs.fasta_bin_13A
NODE_168_length_91941_cov_125.284820,contigs.fasta_bin_9E
NODE_169_length_91696_cov_39.242719,contigs.fasta_bin_19D
NODE_170_length_91628_cov_39.523648,contigs.fasta_bin_12G
NODE_172_length_91036_cov_22.443873,contigs.fasta_bin_13.1.1.1.1.1
NODE_173_length_90718_cov_305.574402,contigs.fasta_bin_6D
NODE_174_length_89948_cov_115.443138,contigs.fasta_bin_2D
NODE_175_length_89891_cov_22.852665,contigs.fasta_bin_13.1.1.1.1.1
NODE_176_length_88830_cov_12.042140,contigs.fasta_bin_14B
NODE_177_length_88717_cov_72.646951,contigs.fasta_bin_17C
NODE_178_length_88482_cov_22.567304,contigs.fasta_bin_13.1.1.1.1.1
NODE_179_length_88309_cov_304.132787,contigs.fasta_bin_6D
NODE_180_length_87841_cov_157.274691,contigs.fasta_bin_5B
NODE_181_length_87538_cov_583.069282,contigs.fasta_bin_7
NODE_182_length_86878_cov_76.302593,contigs.fasta_bin_17C
NODE_183_length_86425_cov_124.714820,contigs.fasta_bin_10A
NODE_184_length_84466_cov_38.962825,contigs.fasta_bin_12G
NODE_185_length_84447_cov_75.971763,contigs.fasta_bin_17C
NODE_186_length_84033_cov_14.326145,contigs.fasta_bin_13A
NODE_187_length_83906_cov_12.254022,contigs.fasta_bin_14B
NODE_188_length_83498_cov_39.029242,contigs.fasta_bin_12G
NODE_189_length_82675_cov_305.245461,contigs.fasta_bin_6D
NODE_190_length_82513_cov_584.503165,contigs.fasta_bin_7
NODE_191_length_81987_cov_14.003857,contigs.fasta_bin_13A
NODE_192_length_81820_cov_115.339155,contigs.fasta_bin_2D
NODE_193_length_81606_cov_39.207993,contigs.fasta_bin_12G
NODE_194_length_81551_cov_75.809659,contigs.fasta_bin_17C
NODE_195_length_81544_cov_13.349274,contigs.fasta_bin_20
NODE_196_length_80156_cov_14.215578,contigs.fasta_bin_18E
NODE_197_length_79102_cov_306.450896,contigs.fasta_bin_6D
NODE_199_length_78394_cov_22.667216,contigs.fasta_bin_13.1.1.1.1.1
NODE_200_length_77854_cov_22.555161,contigs.fasta_bin_13.1.1.1.1.1
NODE_201_length_77343_cov_22.017868,contigs.fasta_bin_13.1.1.1.1.1
NODE_202_length_77256_cov_14.394477,contigs.fasta_bin_18E
NODE_203_length_77033_cov_39.309738,contigs.fasta_bin_12G
NODE_204_length_76487_cov_12.540912,contigs.fasta_bin_14B
NODE_205_length_76461_cov_39.143798,contigs.fasta_bin_12G
NODE_206_length_76255_cov_124.470840,contigs.fasta_bin_9E
NODE_207_length_76207_cov_39.119918,contigs.fasta_bin_12G
NODE_208_length_75922_cov_23.201049,contigs.fasta_bin_13.1.1.1.1.1
NODE_209_length_75910_cov_14.585512,contigs.fasta_bin_18E
NODE_210_length_75581_cov_39.020999,contigs.fasta_bin_12G
NODE_211_length_75566_cov_20.822039,contigs.fasta_bin_4A
NODE_212_length_74986_cov_22.670497,contigs.fasta_bin_18D
NODE_213_length_74890_cov_115.312073,contigs.fasta_bin_2D
NODE_214_length_73657_cov_124.667360,contigs.fasta_bin_9E
NODE_215_length_73567_cov_13.019752,contigs.fasta_bin_20
NODE_216_length_73488_cov_12.509158,contigs.fasta_bin_14B
NODE_217_length_73367_cov_20.540048,contigs.fasta_bin_11A
NODE_218_length_73277_cov_115.411010,contigs.fasta_bin_2D
NODE_219_length_73074_cov_239.060286,contigs.fasta_bin_21A
NODE_220_length_73058_cov_12.294796,contigs.fasta_bin_14B
NODE_221_length_72985_cov_583.242027,contigs.fasta_bin_7
NODE_222_length_72329_cov_115.494728,contigs.fasta_bin_2D
NODE_223_length_72015_cov_14.094553,contigs.fasta_bin_14B
NODE_224_length_71945_cov_13.219892,contigs.fasta_bin_20
NODE_225_length_71765_cov_76.028573,contigs.fasta_bin_17C
NODE_226_length_71456_cov_190.670481,contigs.fasta_bin_22B
NODE_227_length_71031_cov_121.303117,contigs.fasta_bin_2D
NODE_228_length_70959_cov_124.590221,contigs.fasta_bin_10A
NODE_229_length_70914_cov_39.216754,contigs.fasta_bin_19D
NODE_230_length_70235_cov_22.227344,contigs.fasta_bin_13.1.1.1.1.1
NODE_231_length_70230_cov_22.453238,contigs.fasta_bin_13.1.1.1.1.1
NODE_232_length_70150_cov_13.769770,contigs.fasta_bin_18E
NODE_233_length_69846_cov_12.358313,contigs.fasta_bin_14B
NODE_234_length_69509_cov_13.903173,contigs.fasta_bin_18E
NODE_235_length_69360_cov_13.762946,contigs.fasta_bin_13A
NODE_236_length_69197_cov_14.119580,contigs.fasta_bin_18E
NODE_237_length_68863_cov_12.543018,contigs.fasta_bin_14B
NODE_239_length_68365_cov_24.281291,contigs.fasta_bin_13.1.1.1.1.1
NODE_240_length_67386_cov_76.394870,contigs.fasta_bin_17C
NODE_241_length_67188_cov_115.985104,contigs.fasta_bin_23B
NODE_242_length_66652_cov_13.114360,contigs.fasta_bin_24D
NODE_243_length_66304_cov_14.391221,contigs.fasta_bin_18E
NODE_244_length_65577_cov_14.523000,contigs.fasta_bin_18E
NODE_245_length_64863_cov_183.418328,contigs.fasta_bin_22B
NODE_246_length_64747_cov_39.157114,contigs.fasta_bin_12G
NODE_247_length_64712_cov_13.913575,contigs.fasta_bin_18E
NODE_248_length_64686_cov_39.508812,contigs.fasta_bin_19D
NODE_249_length_64549_cov_13.564657,contigs.fasta_bin_14B
NODE_250_length_64253_cov_22.235257,contigs.fasta_bin_13.1.1.1.1.1
NODE_251_length_64212_cov_22.621896,contigs.fasta_bin_13.1.1.1.1.1
NODE_252_length_63772_cov_13.986613,contigs.fasta_bin_18E
NODE_253_length_63607_cov_14.179963,contigs.fasta_bin_13.1.1.1.1.1
NODE_254_length_63285_cov_22.071374,contigs.fasta_bin_18D
NODE_255_length_63197_cov_121.976545,contigs.fasta_bin_23B
NODE_256_length_63036_cov_20.872485,contigs.fasta_bin_11A
NODE_257_length_62959_cov_14.396636,contigs.fasta_bin_13A
NODE_258_length_62867_cov_13.038862,contigs.fasta_bin_20
NODE_259_length_62838_cov_116.378367,contigs.fasta_bin_23B
NODE_260_length_62712_cov_580.416729,contigs.fasta_bin_7
NODE_261_length_62667_cov_115.357615,contigs.fasta_bin_2D
NODE_262_length_62213_cov_14.545787,contigs.fasta_bin_13A
NODE_264_length_61889_cov_38.996943,contigs.fasta_bin_12G
NODE_265_length_61791_cov_22.477922,contigs.fasta_bin_13.1.1.1.1.1
NODE_266_length_61636_cov_121.263474,contigs.fasta_bin_23B
NODE_267_length_61387_cov_13.798148,contigs.fasta_bin_13A
NODE_268_length_61355_cov_240.948923,contigs.fasta_bin_21A
NODE_269_length_61289_cov_22.563657,contigs.fasta_bin_13.1.1.1.1.1
NODE_270_length_61269_cov_12.165452,contigs.fasta_bin_14B
NODE_271_length_61239_cov_115.622434,contigs.fasta_bin_2D
NODE_272_length_61159_cov_587.701689,contigs.fasta_bin_7
NODE_273_length_60988_cov_76.432245,contigs.fasta_bin_17C
NODE_274_length_60864_cov_124.562187,contigs.fasta_bin_9E
NODE_275_length_60698_cov_12.376466,contigs.fasta_bin_14B
NODE_276_length_59951_cov_38.713470,contigs.fasta_bin_19D
NODE_277_length_59808_cov_14.852275,contigs.fasta_bin_13A
NODE_278_length_59805_cov_404.359632,contigs.fasta_bin_26D
NODE_279_length_59716_cov_14.143712,contigs.fasta_bin_18E
NODE_280_length_59699_cov_36.729914,contigs.fasta_bin_16D
NODE_281_length_59447_cov_86.036251,contigs.fasta_bin_22B
NODE_282_length_59291_cov_22.657117,contigs.fasta_bin_18D
NODE_283_length_59288_cov_61.646700,contigs.fasta_bin_8B
NODE_284_length_59000_cov_239.964187,contigs.fasta_bin_21A
NODE_285_length_58876_cov_22.428741,contigs.fasta_bin_13.1.1.1.1.1
NODE_286_length_58819_cov_116.250221,contigs.fasta_bin_23B
NODE_287_length_58728_cov_14.747073,contigs.fasta_bin_13A
NODE_288_length_58651_cov_39.167708,contigs.fasta_bin_12G
NODE_289_length_58590_cov_13.972478,contigs.fasta_bin_13A
NODE_290_length_57984_cov_13.319287,contigs.fasta_bin_20
NODE_291_length_57756_cov_124.587546,contigs.fasta_bin_9E
NODE_292_length_57612_cov_13.942700,contigs.fasta_bin_18E
NODE_293_length_57603_cov_11.562018,contigs.fasta_bin_14B
NODE_294_length_57344_cov_75.180227,contigs.fasta_bin_17C
NODE_295_length_57201_cov_14.440328,contigs.fasta_bin_13A
NODE_296_length_56981_cov_123.304307,contigs.fasta_bin_23B
NODE_297_length_56798_cov_22.202386,contigs.fasta_bin_13.1.1.1.1.1
NODE_298_length_56763_cov_23.074734,contigs.fasta_bin_13.1.1.1.1.1
NODE_299_length_56658_cov_188.341978,contigs.fasta_bin_22B
NODE_300_length_56491_cov_12.055461,contigs.fasta_bin_14B
NODE_301_length_56114_cov_76.291657,contigs.fasta_bin_17C
NODE_302_length_55983_cov_115.295898,contigs.fasta_bin_2D
NODE_303_length_55937_cov_13.707849,contigs.fasta_bin_18E
NODE_305_length_55753_cov_188.756939,contigs.fasta_bin_22B
NODE_306_length_55557_cov_306.274909,contigs.fasta_bin_6D
NODE_307_length_55418_cov_7.971804,contigs.fasta_bin_28B
NODE_308_length_55379_cov_13.210903,contigs.fasta_bin_28B
NODE_309_length_55224_cov_14.516975,contigs.fasta_bin_18E
NODE_310_length_54459_cov_15.181659,contigs.fasta_bin_13A
NODE_311_length_54433_cov_188.186840,contigs.fasta_bin_22B
NODE_312_length_54290_cov_188.861768,contigs.fasta_bin_22B
NODE_313_length_54257_cov_12.416885,contigs.fasta_bin_14B
NODE_314_length_54196_cov_113.973218,contigs.fasta_bin_2D
NODE_315_length_54131_cov_12.236796,contigs.fasta_bin_14B
NODE_316_length_54096_cov_39.165448,contigs.fasta_bin_12G
NODE_318_length_53882_cov_7.975180,contigs.fasta_bin_28B
NODE_319_length_53600_cov_156.484508,contigs.fasta_bin_5D
NODE_320_length_53438_cov_75.436244,contigs.fasta_bin_17C
NODE_321_length_53287_cov_124.759186,contigs.fasta_bin_10A
NODE_322_length_52610_cov_75.538350,contigs.fasta_bin_17C
NODE_323_length_52572_cov_22.571720,contigs.fasta_bin_13.1.1.1.1.1
NODE_324_length_52420_cov_74.845603,contigs.fasta_bin_17C
NODE_325_length_52327_cov_14.642371,contigs.fasta_bin_13A
NODE_326_length_51950_cov_14.157742,contigs.fasta_bin_13A
NODE_327_length_51945_cov_75.649374,contigs.fasta_bin_17C
NODE_328_length_51720_cov_305.692887,contigs.fasta_bin_6D
NODE_329_length_51645_cov_12.978949,contigs.fasta_bin_29C
NODE_330_length_51583_cov_75.945893,contigs.fasta_bin_17C
NODE_331_length_51467_cov_39.109021,contigs.fasta_bin_19D
NODE_332_length_51194_cov_119.237294,contigs.fasta_bin_26D
NODE_333_length_51118_cov_115.971114,contigs.fasta_bin_2D
NODE_334_length_51110_cov_39.293233,contigs.fasta_bin_12G
NODE_335_length_51046_cov_22.194995,contigs.fasta_bin_18D
NODE_336_length_51040_cov_404.743258,contigs.fasta_bin_26D
NODE_337_length_51040_cov_110.677709,contigs.fasta_bin_26D
NODE_338_length_50991_cov_238.088169,contigs.fasta_bin_24D
NODE_339_length_50855_cov_304.968386,contigs.fasta_bin_6D
NODE_340_length_50708_cov_14.044341,contigs.fasta_bin_13A
NODE_341_length_50638_cov_125.859340,contigs.fasta_bin_9E
NODE_342_length_50600_cov_584.165951,contigs.fasta_bin_15D
NODE_343_length_50593_cov_75.545016,contigs.fasta_bin_17C
NODE_344_length_50395_cov_304.209277,contigs.fasta_bin_6D
NODE_345_length_50250_cov_11.918837,contigs.fasta_bin_14B
NODE_346_length_50201_cov_13.431520,contigs.fasta_bin_20
NODE_347_length_50186_cov_39.199597,contigs.fasta_bin_12G
NODE_348_length_50185_cov_75.946878,contigs.fasta_bin_17C
NODE_349_length_50185_cov_12.852144,contigs.fasta_bin_20
NODE_350_length_49881_cov_118.247301,contigs.fasta_bin_2D
NODE_351_length_49689_cov_75.567152,contigs.fasta_bin_17C
NODE_352_length_49398_cov_12.238271,contigs.fasta_bin_14B
NODE_353_length_49325_cov_38.756566,contigs.fasta_bin_12G
NODE_354_length_49099_cov_13.752121,contigs.fasta_bin_18E
NODE_355_length_49061_cov_115.703159,contigs.fasta_bin_2D
NODE_356_length_49014_cov_405.905574,contigs.fasta_bin_26D
NODE_357_length_48977_cov_12.718634,contigs.fasta_bin_29C
NODE_358_length_48969_cov_124.664493,contigs.fasta_bin_9E
NODE_359_length_48811_cov_11.977500,contigs.fasta_bin_14B
NODE_360_length_48779_cov_75.942718,contigs.fasta_bin_17C
NODE_361_length_48647_cov_39.207565,contigs.fasta_bin_12G
NODE_362_length_48398_cov_189.727551,contigs.fasta_bin_27
NODE_363_length_48374_cov_170.481943,contigs.fasta_bin_26D
NODE_364_length_48240_cov_189.129957,contigs.fasta_bin_22B
NODE_365_length_48212_cov_22.439417,contigs.fasta_bin_13.1.1.1.1.1
NODE_366_length_48182_cov_75.557982,contigs.fasta_bin_17C
NODE_367_length_47919_cov_12.322518,contigs.fasta_bin_14B
NODE_368_length_47780_cov_124.806349,contigs.fasta_bin_9E
NODE_369_length_47674_cov_117.521725,contigs.fasta_bin_23B
NODE_370_length_47660_cov_197.140763,contigs.fasta_bin_27
NODE_371_length_47608_cov_11.778647,contigs.fasta_bin_14B
NODE_372_length_47567_cov_11.985751,contigs.fasta_bin_14B
NODE_373_length_47159_cov_12.600713,contigs.fasta_bin_14B
NODE_374_length_47079_cov_256.852522,contigs.fasta_bin_24D
NODE_375_length_46985_cov_12.229235,contigs.fasta_bin_29C
NODE_376_length_46962_cov_116.376745,contigs.fasta_bin_23B
NODE_377_length_46677_cov_84.683540,contigs.fasta_bin_17C
NODE_378_length_46603_cov_21.993233,contigs.fasta_bin_18D
NODE_379_length_46509_cov_74.917424,contigs.fasta_bin_17C
NODE_380_length_46323_cov_23.176040,contigs.fasta_bin_13.1.1.1.1.1
NODE_381_length_46090_cov_39.145911,contigs.fasta_bin_12G
NODE_382_length_45802_cov_39.235622,contigs.fasta_bin_12G
NODE_383_length_45435_cov_8.096100,contigs.fasta_bin_28B
NODE_384_length_45430_cov_14.332826,contigs.fasta_bin_18E
NODE_385_length_45233_cov_74.874541,contigs.fasta_bin_17C
NODE_386_length_45093_cov_13.986745,contigs.fasta_bin_13A
NODE_387_length_44780_cov_424.313158,contigs.fasta_bin_26D
NODE_388_length_44400_cov_190.196798,contigs.fasta_bin_22B
NODE_389_length_44106_cov_12.398425,contigs.fasta_bin_29C
NODE_390_length_44012_cov_75.787178,contigs.fasta_bin_17C
NODE_391_length_43945_cov_22.635931,contigs.fasta_bin_13.1.1.1.1.1
NODE_392_length_43928_cov_405.154514,contigs.fasta_bin_26D
NODE_393_length_43876_cov_6.973415,contigs.fasta_bin_30C
NODE_394_length_43800_cov_22.369917,contigs.fasta_bin_18D
NODE_395_length_43617_cov_22.869680,contigs.fasta_bin_13.1.1.1.1.1
NODE_396_length_43591_cov_385.965936,contigs.fasta_bin_26D
NODE_397_length_43388_cov_12.570466,contigs.fasta_bin_14B
NODE_398_length_43272_cov_22.462017,contigs.fasta_bin_13.1.1.1.1.1
NODE_399_length_43181_cov_23.363052,contigs.fasta_bin_18D
NODE_400_length_43105_cov_75.518235,contigs.fasta_bin_17C
NODE_401_length_43042_cov_14.188243,contigs.fasta_bin_13A
NODE_402_length_43011_cov_76.320654,contigs.fasta_bin_17C
NODE_403_length_42919_cov_239.987659,contigs.fasta_bin_21A
