id,length,ofdeg,gc,principal component 1,principal component 2,principal component 3
contig-1841000000,1593,-0.0948807330983681,0.668549905838041,15.91001238976418,-3.5297843287965556,-3.2194991112033917
contig-1965000000,1513,-0.082646551950893,0.315928618638467,-14.779249020034896,-2.002371472545628,-6.0494348554724855
contig-2402000000,5195,-0.0949310248636981,0.6793070259865249,17.2309461233263,-2.540225249334556,-4.260905856460961
contig-220000000,37566,-0.0814344180026161,0.334424745780759,-12.98634246781098,2.0188984033243322,-8.511366452295281
contig-303000000,35958,-0.0879027627800142,0.674453529117303,16.89250559956172,-4.387952185838182,-1.6481937286845363
contig-263000000,34806,-0.0654198867824063,0.507182669654657,1.6212457602758084,4.173394268379894,0.6479992396323073
contig-872000000,8512,-0.0841223132717752,0.6569548872180451,16.076900701929926,-3.4901813162416238,-2.67044532216233
contig-1115000000,5888,-0.0767139470138728,0.355129076086957,-12.67626173854282,-4.163042515096028,-0.7344558542481558
contig-1396000000,3801,-0.0756144221063164,0.35490660352538794,-13.27656334476549,-5.692788585135515,3.9831989197080713
contig-1214000000,5119,-0.074257428799362,0.6036335221722989,10.68674061323297,-2.8113187762897596,2.972388497630685
contig-1544000000,2946,-0.0911148924606553,0.671079429735234,16.275486927273384,-6.645647422447079,-1.30309889635865
contig-2862000000,2593,-0.0739940139777361,0.386039336675665,-10.96452342430969,-4.816592132722997,5.962888428208439
contig-1763000000,1825,-0.0868167044935528,0.655890410958904,16.957271680992378,-0.12445968677480809,-1.8951751793853286
contig-29000000,81770,-0.0850990904331198,0.653907300966124,15.99781456280948,-2.772456276813828,-2.360636812573143
contig-97000000,65704,-0.0727383923267017,0.385882138073785,-10.323308719624812,-4.735046404534337,5.125381459288659
contig-993000000,7249,-0.074429664554387,0.49579252310663496,0.8289476921072674,7.94029092839089,3.638550129621974
contig-605000000,12545,-0.0853370691426601,0.659226783579115,16.078969690515528,-3.49063715442336,-1.2426172376590663
contig-1816000000,1672,-0.0761911476986773,0.5436602870813401,5.243753580129606,12.350363699792162,2.595742287844262
contig-1183000000,5333,-0.0672933189796748,0.508719294955935,2.0087585669128383,3.5490976204923834,0.19347528822324997
contig-563000000,13727,-0.0749474534530289,0.37218620237488204,-10.970757239674532,-2.985954562217302,3.8470942790454745
contig-1413000000,3664,-0.0844798603690989,0.637008733624454,12.825269530968468,-4.466636271180682,-1.1617914153438076
contig-1658000000,2348,-0.0770310422934446,0.5549403747870529,7.0551044395428,6.864590992710833,1.9388378446454264
contig-1740000000,1962,-0.0835711107783872,0.6529051987767579,14.31379366726611,-2.9539754712125084,-1.6270976926586016
contig-2450000000,2393,-0.0720626424132812,0.519849561220226,1.463708111585205,5.094188969840703,7.23310541862961
contig-1346000000,4078,-0.0694283583382307,0.5169200588523789,2.827306459622594,6.887185629221203,3.21941916206001
contig-360000000,20670,-0.0823726835712752,0.643831640058055,15.298599732112832,-4.646629266205426,-0.8998368992062522
contig-929000000,8094,-0.0709418995629031,0.502100321225599,1.6610130926072562,5.102325266554641,1.6579493594755605
contig-1593000000,2663,-0.0733918074393645,0.46113405933158097,-1.5467274734539895,6.599901631617662,2.750588350729826
contig-1782000000,1749,-0.10038028391840302,0.701543739279588,19.05299428617594,-3.334544851645075,-3.7089739601571954
contig-951000000,7659,-0.0686799368937472,0.541976759368064,5.23583103628244,4.210174618771102,0.38117396916916163
contig-334000000,21982,-0.0787821176898942,0.35424438176690004,-11.697090427326367,1.6879668599922268,-6.0253154576296035
contig-2366000000,2173,-0.072114827113387,0.407271053842614,-7.0147213943561875,4.070779600931357,-0.4608385685632604
contig-799000000,9350,-0.0784911722411179,0.34951871657753997,-12.015416996080205,3.522618483671116,-8.247609935818758
contig-1456000000,3450,-0.07443115206845,0.371884057971014,-12.070304371875416,-7.187611211368955,3.8111475744376615
contig-1100000000,6065,-0.0749843857263304,0.398516075845012,-10.250596176284837,-1.247638039928756,5.688919860011705
contig-1337000000,4145,-0.0682812267851446,0.40772014475271395,-8.818724848502669,-5.011315062040983,5.194190822484967
contig-376000000,19489,-0.0725998167556241,0.39458155882805696,-9.679091734610013,-4.694161649120221,5.8428655712660476
contig-1201000000,5267,-0.0687605250715347,0.534459844313651,4.183743181249218,4.5695857129375685,0.8506064261566285
contig-172000000,34962,-0.0827193458590371,0.319747154052972,-14.068133887794138,2.2844191607412827,-9.93676485242926
contig-949000000,7648,-0.07324542002130299,0.434623430962343,-3.502334410588186,7.120981506608002,-3.0228901401838346
contig-1019000000,6915,-0.0677056257355944,0.489515545914678,0.03270529890165943,4.097691271899944,1.1229239984794652
contig-1764000000,5979,-0.0795843367028852,0.346546245191504,-12.87266345602038,-3.496511187067922,1.8198370247332212
contig-50000000,61646,-0.0793031661923757,0.34380170651786,-12.496535001449208,0.3466433501310831,-5.502946132620885
contig-473000000,15798,-0.067660862521432,0.5017723762501579,1.3191192882609775,4.822878979020816,0.7446621075024707
contig-1199000000,5228,-0.0850215641202932,0.32459831675593,-13.282977640017048,1.156449176442128,-9.97636785766251
contig-1284000000,4531,-0.0842418741733363,0.6612226881483121,15.84282689645086,-3.410598245007185,-1.2783543466497864
contig-144000000,38424,-0.0736695098234956,0.380933791380387,-11.103565035301349,-4.284195325707857,5.006434434897536
contig-1509000000,3145,-0.078473503561952,0.629888712241653,13.478438607179232,-3.260012437787185,1.5510959838187504
contig-1603000000,2705,-0.0681168133498739,0.428096118299445,-5.531339992819692,3.179170952157025,-0.8040041477623294
contig-1826000000,1638,-0.0725054073183494,0.5457875457875461,6.370165121092479,7.193129176261157,3.5047387441873514
contig-1253000000,4836,-0.0725352704161639,0.5692721257237391,7.690009047588134,3.4177754845108943,-0.17762366170119961
contig-1630000000,2482,-0.0698527093092371,0.46897663174859,-2.397306224565048,6.098964492267485,4.21122527560926
contig-2847000000,7015,-0.0877896468549981,0.3126158232359231,-13.414261363344432,0.5755230259628261,-6.15688235500584
contig-98000000,75622,-0.0751763829694486,0.364536775012562,-12.259931640339524,-4.368406281111645,3.2561260829987204
contig-476000000,15755,-0.0813467837422033,0.638781339257379,14.766425015120138,-4.264465515391558,-2.04061354785294
contig-1134000000,5714,-0.0677885972470884,0.523101155057753,3.5567886833141094,3.885579666915574,-0.11297213692372599
contig-1078000000,13976,-0.066143753918463,0.47202346880366297,-0.9395896357056673,2.8959207459810123,-1.1522250350272742
contig-1195000000,5277,-0.0777104579476251,0.327837786621186,-17.10692372826374,-3.372174081277264,-5.142294205009046
contig-1525000000,3268,-0.0808759047828383,0.634332925336597,14.460844135421702,-4.544857077389684,-0.09347435920514835
contig-582000000,13258,-0.0766319830564828,0.36091416503243295,-12.668268962215897,-3.746100641355164,2.443769395788143
contig-2643000000,32201,-0.0776442037623659,0.348156889537592,-11.684293531916962,2.4679546670232346,-7.764148443467013
contig-745000000,9956,-0.0821349023874941,0.339594214543994,-13.286936391730162,-3.6130962100419923,0.03390715702513075
contig-2250000000,8769,-0.0680120373933849,0.48922340061580605,-0.4124633239877741,4.884642854693191,3.187164153773203
contig-338000000,21787,-0.085765179061803,0.6579611695047509,16.62172144676911,-4.23420636144643,-3.2722501188785613
contig-1367000000,3960,-0.0825065170023024,0.653030303030303,15.426386568713891,-2.826843177405593,1.121931638613156
contig-1455000000,3389,-0.0814870748947191,0.580997344349366,8.027125810849755,10.801060971216227,3.904784469182677
contig-1723000000,2049,-0.0748909752418055,0.5231820400195221,3.2630999169092,5.20704892369938,5.655437116860113
contig-342000000,21460,-0.07440692688944099,0.365563839701771,-11.818393893451143,-3.794380070224559,1.5936814534291885
contig-189000000,48016,-0.0805857800482855,0.6422025991336221,14.861676925414825,-2.9177058448960724,-1.272418879790148
contig-1233000000,6630,-0.0814911438929563,0.6420814479638011,14.20422920781428,-2.965673092554248,-0.9008297964114667
contig-413000000,31950,-0.0880029093446649,0.313646322378717,-13.199675290523883,1.1613926052169026,-5.311092036007628
contig-632000000,11918,-0.0662177656166595,0.475163618056721,-1.0893995608989024,3.500188940558465,0.851867525685144
contig-1102000000,6042,-0.07083651235092799,0.45266468056934794,-3.599246247827284,3.6795442421671596,0.3930331808334021
contig-881000000,8452,-0.0846953361023522,0.656885944155229,15.54386257912109,-3.874515332055818,-2.3932791186055047
contig-447000000,16794,-0.0727534280127278,0.38888888888888895,-10.709486422755191,-4.9108027803010685,6.040480322698616
contig-1105000000,5947,-0.073721213564837,0.515722212880444,3.9598758814569956,8.808076390940272,0.048721299612627195
contig-1178000000,5383,-0.0678981720207832,0.49749210477428896,0.2851993925325013,8.643243232117248,4.024682592649515
contig-568000000,13564,-0.0753780034137409,0.37643762901798905,-10.676880534451529,-4.3109424433597825,3.344984736492226
contig-1598000000,4485,-0.0702332921998738,0.44593088071348896,-4.401813469560498,1.6949391279387884,1.9656895796247658
contig-207000000,56482,-0.0869732729841614,0.6716653093020789,16.70248386237985,-3.8254348448459194,-1.4693410529397934
contig-1866000000,2172,-0.0694547967485238,0.529005524861878,4.961378109280095,5.131133665044075,0.9611513477601803
contig-1200000000,5208,-0.0680453108956897,0.4506528417818739,-5.856921128064101,-5.856907564720488,9.063471420402756
contig-1518000000,5342,-0.0836575312316672,0.333395731935605,-14.622666125566978,-3.909590151507508,-2.7184586932388313
contig-948000000,7672,-0.0695562725415168,0.5312825860271121,4.276414274257709,4.575385841792361,0.3267714215263341
contig-1187000000,5305,-0.0789133919190437,0.6390197926484449,14.933547273352335,-2.6932726192132863,-1.805315687704775
contig-1591000000,2683,-0.0730890102035002,0.38688035780842295,-10.578737432153357,-4.092708815636517,5.360398469839509
contig-1234000000,4980,-0.0742543957990534,0.554618473895582,6.239405151410128,9.741319121147509,2.69806305810638
contig-831000000,8932,-0.0822567869648451,0.638602776533811,14.938964750067552,-5.4418742692488875,-1.372724727700094
contig-1347000000,4080,-0.0689446903555182,0.47009803921568605,-1.8149968543896564,4.208158559854433,2.2231292783260512
contig-1527000000,3062,-0.0782190941568684,0.564337034617897,6.551739659144802,6.434885582035291,3.126579001786492
contig-36000000,74609,-0.0827032793800551,0.327922904743396,-13.411163747842545,1.5195849283725,-8.425251048382632
contig-558000000,13769,-0.0673934201550387,0.46168930205534203,-3.1265016185948387,1.360257068393463,3.6230115900758078
contig-1239000000,4921,-0.0665649569189486,0.429181060760008,-7.169229872590289,-4.006764191587756,5.122212565326264
contig-111000000,51596,-0.0686984929112342,0.41534227459492995,-8.51200599894157,-5.305159784423396,4.3765215444815615
contig-2753000000,3658,-0.0958978475791033,0.27747402952433003,-15.151329815695863,3.907331495342642,-7.549122754319024
contig-552000000,13943,-0.0859935144514584,0.65810801118841,15.045229249535646,-4.189341994905365,-1.6611829349051235
contig-1703000000,2129,-0.0772903055012408,0.640676373884453,13.614803312074145,-4.136109250063488,0.4938397241515018
contig-1839000000,1612,-0.0845703449427164,0.650124069478908,15.20779973589494,-1.1701633508730171,-2.2528769168665908
contig-1639000000,2431,-0.0703663478577215,0.44302756067461996,-5.342673604810224,-5.432517735424825,8.874275769699576
contig-171000000,39085,-0.0846238787324807,0.659690418319048,15.800776521479497,-3.9321953621147365,-0.855848072442005
contig-1177000000,5554,-0.0642588013804901,0.456247749369824,-3.1316440582975864,-0.28199562337903006,2.2587661393166747
contig-1251000000,4878,-0.0725785716115601,0.5034850348503479,1.9483136273944381,10.151313533174264,2.682973318939452
contig-1213000000,5129,-0.0749037142071576,0.502047182686684,1.3207768847102241,8.36907795025966,3.933196691441111
contig-86000000,50832,-0.07489498037853701,0.3674457034938621,-12.01885907925675,-3.586854759840957,3.0570462227086246
contig-950000000,7629,-0.0758782145457622,0.368200288373312,-11.767671389144143,-3.7455211452015287,2.943344232713043
contig-1313000000,9908,-0.0761521299490999,0.360718611223254,-12.209724802099608,-4.697877561035752,3.3086933068093662
contig-2012000000,1670,-0.0858015748670226,0.313173652694611,-14.84621716662556,-1.3018529142388244,-8.281362090494632
contig-1523000000,3103,-0.0785152598292393,0.3557847244602,-11.634285507714774,-0.4440458102246111,-3.663125931534384
contig-932000000,7908,-0.0759349086894814,0.594714213454729,10.052551195716443,1.786062120942206,0.33880146629434965
contig-684000000,11325,-0.0799381963505197,0.32953642384105997,-12.961647433748785,1.7075466331097535,-8.173000174777648
contig-1717000000,2074,-0.0929352108246724,0.6769527483124399,17.213939938690633,-5.628697310320121,-2.8386089685098455
contig-1748000000,1903,-0.0915073853059017,0.6815554387808721,17.84008005840778,-2.698383702453635,-6.31539940523007
contig-808000000,10675,-0.0744312335541005,0.602154566744731,10.393983041794087,-2.1847157976797282,1.8353821021650674
contig-2381000000,1952,-0.0791883783518015,0.359118852459016,-12.81880823631525,1.5358677123609432,-4.086001680327432
contig-1752000000,1969,-0.0715034680742589,0.41696292534281393,-9.347091799662353,-6.701913995024438,11.190554931841406
contig-1154000000,5603,-0.0734526172323415,0.383009102266643,-11.394680724122527,-4.843502775884156,4.687505897249956
contig-1829000000,2238,-0.0734749097465349,0.390080428954424,-11.079997856210385,-2.016678981589257,7.190530857743937
contig-1012000000,7059,-0.0824793278474778,0.318742031449214,-14.336467913681206,0.4759915542445385,-7.4007704423614395
contig-1817000000,1675,-0.0765759392428803,0.36656716417910395,-11.394577836797428,-1.5628392847917296,3.093748092938264
contig-1004000000,9925,-0.0817379084870241,0.6474559193954661,14.576826207167382,-4.275024607252858,-1.3768266418223813
contig-1461000000,3356,-0.0872753804126309,0.660905840286055,15.828007139718974,-4.5930293874678645,-3.600044545440857
contig-539000000,14411,-0.0733365093340483,0.386510304628409,-10.472999812980493,-4.46846931363305,4.449297743486868
contig-792000000,9446,-0.0806651386615022,0.341731950031759,-13.366826081187408,-5.634852040790491,1.363803072681059
contig-1810000000,1691,-0.076539174229534,0.46895328208160897,-0.8500166020743831,7.932041380200926,6.111233086580744
contig-1338000000,4128,-0.0740704493939222,0.52156007751938,3.512910923700144,7.659187684082216,3.6689983701295565
contig-675000000,11104,-0.0827231037425509,0.6557997118155621,15.541171036227313,-4.581408589028288,-0.30462186127625346
contig-133000000,39999,-0.0809133036794047,0.640841021025526,14.298181363271125,-3.5897293132094794,-1.349516350144911
contig-1532000000,3024,-0.0795702316665526,0.344246031746032,-12.909427564674237,1.9971848632835012,-1.123242930788308
contig-384000000,19245,-0.0840982185040302,0.658300857365549,15.464572562951142,-3.7821632411110455,-1.6590570140371572
contig-465000000,34785,-0.0805595822952935,0.6448181687508979,14.874998964038832,-3.6964222655479477,-1.642355906479515
contig-1849000000,1574,-0.0721074443226215,0.53430749682338,4.189581716620265,8.944580373922676,7.5776539520119925
contig-766000000,9743,-0.0673812797250571,0.518628759109104,2.729004059582799,3.516126800752698,1.1334013628074215
contig-1083000000,6310,-0.0794692700474976,0.35689381933439,-10.966762367959143,1.9873544419878952,-2.4720709248677686
contig-1279000000,4611,-0.0749594931708413,0.53220559531555,4.595545551971773,10.541721000395807,4.983097288765815
contig-374000000,19751,-0.0686026426887506,0.524732924915194,3.6551802029638374,5.06783975092304,0.06635470422250664
contig-2197000000,3439,-0.0756062862526162,0.375981389938936,-12.012131222657409,-3.4332236747762845,5.170748615195815
contig-545000000,14307,-0.0690712758218839,0.5159013070524919,2.6043203761323586,4.210006012768268,0.13805257826026415
contig-2488000000,9962,-0.0856766570474874,0.29993977113029496,-15.558966944377106,-0.38782148818242934,-8.157443059048527
contig-2064000000,63169,-0.0780016928782306,0.360730738178537,-11.02052693991964,1.13102386682886,-5.389610589530087
contig-1828000000,1635,-0.0669115928625008,0.428746177370031,-9.478589020339399,-5.154591092597353,9.459553532892345
contig-157000000,46135,-0.0770230181566428,0.35155521838083903,-12.05210008585738,0.7755652009043476,-4.88440760399047
contig-1840000000,2022,-0.0839164488558261,0.6552917903066271,14.314845634143444,-3.979002666000321,2.367715083864681
contig-1636000000,2522,-0.0734915558705501,0.528945281522601,4.77401303659966,6.878377028466794,2.4223437164570405
contig-1190000000,5275,-0.0742314013122621,0.502938388625592,1.8479039431414022,6.1101067498047055,3.892915978265612
contig-1620000000,2503,-0.0909487298017622,0.665601278465841,17.480891286428918,-2.645368246426506,-4.304419653352133
contig-781000000,9556,-0.0749991198721245,0.36322729175387203,-12.010899587945886,-4.893735126072672,4.662491913902792
contig-1155000000,5554,-0.0855829147497996,0.661145120633778,14.683417855664937,-4.256319781554437,-0.014944515264425926
contig-1175000000,5402,-0.0689196752324054,0.524990744168826,3.5670642059449325,5.012219194269543,-0.5410489513583512
contig-1287000000,4501,-0.0738543832271925,0.518329260164408,3.177270425674348,9.882194985618936,2.266932717042989
contig-1290000000,4509,-0.0808425652034466,0.641162120204036,15.483214145832623,-4.232166936545641,-0.9576646479579783
contig-1561000000,2837,-0.0725549944011287,0.399013041945717,-8.758032744086753,-2.6575039223730386,6.18999704519845
contig-1216000000,5131,-0.0723202826371604,0.527967257844475,4.346598310292191,8.063872431780435,1.6473617448612268
contig-1426000000,3743,-0.0738080896401719,0.441891530857601,-3.9551626166584257,5.651786270980106,3.4068278381678714
contig-880000000,8445,-0.0800384087060245,0.37631734754292495,-11.794725735735517,-4.290250334605483,3.521776827213223
contig-635000000,13397,-0.0747399218773213,0.375083974024035,-11.489094598207496,-4.368468956633802,3.8058833487929062
contig-313000000,34008,-0.0787983802882379,0.34997647612326505,-11.752085356883898,2.0843641623295666,-3.533541213699158
contig-162000000,36609,-0.0812475745937298,0.6421644950695179,14.134925430195748,-3.7783891368957683,0.08652281493619116
contig-1467000000,3364,-0.0901159350449264,0.298454221165279,-14.478958989506735,1.6922575559731776,-6.356351996810191
contig-1437000000,3513,-0.0718140150279709,0.39937375462567604,-8.728091807706198,1.1277905503993209,-0.1326354775540716
contig-1174000000,5427,-0.0764236170454266,0.35876174682144796,-12.891555846508053,-3.550228760797859,1.551911785288005
contig-1678000000,2228,-0.0858623201357586,0.64721723518851,14.220050575397995,-5.1496857349785135,-0.979396494396762
contig-18000000,116794,-0.085434767385666,0.324657088549069,-12.751483137311382,2.0670646329161326,-4.918378038351372
contig-244000000,27229,-0.0738605837960471,0.375665650593118,-11.520723303315151,-5.011118566242683,3.602825630785379
contig-135000000,39574,-0.0688540380149644,0.409157527669682,-7.85711847529985,0.2030438787323345,0.27531166417115926
contig-827000000,9024,-0.0705559379162395,0.4066932624113479,-9.50187692756864,-3.9410460147976396,6.45401323346648
contig-1546000000,2940,-0.072053296309034,0.520408163265306,3.536041322830412,7.437264161274974,3.1687352826845374
contig-1025000000,6861,-0.0831659989975631,0.645678472525871,15.471524604032135,-3.1488311181551825,-3.6038762018755577
contig-1679000000,2225,-0.0751703701662522,0.628314606741573,13.175116432569055,-5.510594935830053,0.6551194512371452
contig-1339000000,5079,-0.0755607762249485,0.35951959047056503,-11.723352356749464,1.7855702201782366,-4.075180041509723
contig-1259000000,4814,-0.0777969559378801,0.37557125051931894,-10.234752877166713,1.8802374888169417,-4.369622496948697
contig-1081000000,138529,-0.0859981802378633,0.668076720397895,16.07213577818263,-3.9459502006057607,-1.0303311371729351
contig-819000000,9107,-0.0858041845768485,0.6641045349730981,16.58345936923785,-4.859814926494482,-1.9584650109077337
contig-653000000,11465,-0.07393853950462,0.5746184038377671,8.12385981981382,7.235474477386074,2.8836548218906204
contig-1822000000,1654,-0.07686493119217301,0.37968561064087103,-8.94351726762436,1.5899135751260347,0.37594254974333075
contig-1806000000,1712,-0.0730465869078652,0.61214953271028,11.719023633878683,-6.162902434005237,0.4006726709022186
contig-897000000,8235,-0.0693029459869399,0.531268973891925,4.793226412953615,4.954611278425866,0.5817635487808962
contig-1815000000,1682,-0.0770262965796816,0.5517241379310339,5.160182165875072,5.252076556616676,4.3858974093931415
contig-1296000000,4457,-0.0860293163367645,0.651559344850796,15.99823541720455,-3.7216129097446706,-1.9172614024230117
contig-1496000000,5738,-0.0824460178019646,0.638550017427675,14.824262556911792,-6.9346088355216535,-1.316668920831557
contig-817000000,9174,-0.0681381031810354,0.510573359494223,2.1016330992332217,4.045052789189598,0.39672593731478956
contig-669000000,11212,-0.0685397532666168,0.46245094541562604,-2.690554544424939,2.2977300541774905,2.8624112545995546
contig-1597000000,2643,-0.0737062866992256,0.505864547862278,0.9479909950686374,7.0728097963520264,3.1547117064198065
contig-682000000,11096,-0.0837467701741697,0.6617700072098051,15.886922277248223,-1.8607978488830077,-2.715554791239104
contig-239000000,27587,-0.0665293547715643,0.49519701308587394,0.5997305665869513,3.9428012514716646,1.013868956525921
contig-2398000000,14029,-0.0810121387471191,0.649583006629125,15.175181683770509,-3.7697294526209664,-0.8193693733650006
contig-1887000000,1568,-0.0769145197507822,0.5070153061224489,2.342526575336955,10.203137994323788,3.0784259947897588
contig-1611000000,2545,-0.0667422694508688,0.47544204322200395,-1.01786080447552,1.9007433720740676,-1.7474204499974888
contig-1613000000,2540,-0.0890848087551046,0.6511811023622049,15.850620731525014,-4.620572425249337,-2.739531984345861
contig-1376000000,3889,-0.0881428524328612,0.673180766263821,16.54108704016372,-4.80959398118143,-3.2892683337191113
contig-816000000,9285,-0.0885971379209142,0.672482498653743,16.94677034202425,-4.416183440593991,-2.238683584758214
contig-147000000,38301,-0.075934849888101,0.622594710320879,11.499509583152713,-2.3263916742840913,2.3193029333487973
contig-1464000000,5863,-0.09025289842461802,0.29848200579907896,-14.7922477416599,-0.014799279574526057,-6.2492485464368706
contig-919000000,8033,-0.0691816793179912,0.40134445412672703,-10.128769018584098,-5.143752682249659,7.410109774745825
contig-1632000000,7041,-0.0775281475595112,0.5672489703167161,6.826768470059211,7.83160464628036,5.129128833720348
contig-909000000,8116,-0.0706802790604035,0.6143420404139971,11.631178171568315,-4.834253092014268,2.1487180992854644
contig-2879000000,13852,-0.096973113793766,0.280898065261334,-15.071276873686989,1.162657145147463,-7.218276002161221
contig-1777000000,1767,-0.0778002026307175,0.525183927560838,3.6758576436282047,7.901410806316564,4.131513372041872
contig-261000000,25827,-0.081723152511606,0.31683896697254804,-14.24402123312147,1.686811885190696,-9.718076886161912
contig-2068000000,1523,-0.0865217760824451,0.31451083388049894,-15.081738099444323,1.0647049058697255,-7.342462765906053
contig-1976000000,1603,-0.0703485943583175,0.40860885839051797,-9.639118337766941,2.2187409899585644,0.7388735065090678
contig-365000000,20185,-0.0814298986576826,0.6456774832796629,14.163697486144354,-3.1405422422080065,1.6813055194315696
contig-1883000000,1558,-0.0805951678927224,0.34980744544287606,-13.362761935194035,-1.1456040237922926,-3.387174594909822
contig-1663000000,17742,-0.0710934335642588,0.380453161988502,-10.932444033470535,-6.376471284297621,3.360041091047995
contig-1359000000,4082,-0.0880011920122249,0.300587947084762,-15.771903202258011,-2.442184945564943,-7.73705713881743
contig-990000000,7268,-0.0698223121226278,0.38965327462850896,-10.297342822560191,-2.7206377874819956,5.550243522235983
